"files"	"paramHeader"	"param"	"population"	"average"	"average_se"	"population_sd"	"mse"	"cover_95"	"kind"	"peb"	"seb"	"bias"	"abs_bias"	"abs_diff_sd_se"	"diff_sd_se"	"ratio_sd_se"
"LST T 12 free S var"	"Thresholds"	"Y25$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y25$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y25$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y16$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y16$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y16$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y16$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y16$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y16$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y26$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y26$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y26$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y26$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y26$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y26$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y17$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y17$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y17$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y17$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y17$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y17$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y27$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y27$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y27$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y27$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y27$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y27$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y18$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y18$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y18$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y18$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y18$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y18$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y28$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y28$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y28$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y28$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y28$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y28$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y19$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y19$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y19$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y19$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y19$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y19$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y29$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y29$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y29$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y29$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y29$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y29$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y110$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y110$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y110$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y110$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y110$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y110$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y210$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y210$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y210$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y210$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y210$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y210$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y111$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y111$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y111$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y111$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y111$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y111$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y211$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y211$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y211$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y211$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y211$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y211$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y112$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y112$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y112$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y112$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y112$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y112$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Thresholds"	"Y212$1"	-2.859	-3.041	0.3105	0.3341	0.1442	0.885	"threshold"	0.0637	0.0706	-0.182	0.182	0.0236	-0.0236	0.9294
"LST T 12 free S var"	"Thresholds"	"Y212$2"	-1.585	-1.6887	0.2927	0.3041	0.1028	0.9	"threshold"	0.0654	0.0375	-0.1037	0.1037	0.0114	-0.0114	0.9625
"LST T 12 free S var"	"Thresholds"	"Y212$3"	-0.651	-0.6976	0.2874	0.308	0.0966	0.91	"threshold"	0.0716	0.0669	-0.0466	0.0466	0.0206	-0.0206	0.9331
"LST T 12 free S var"	"Thresholds"	"Y212$4"	0.634	0.6657	0.2869	0.3145	0.0994	0.925	"threshold"	0.05	0.0878	0.0317	0.0317	0.0276	-0.0276	0.9122
"LST T 12 free S var"	"Thresholds"	"Y212$5"	1.55	1.6268	0.2914	0.3119	0.1027	0.915	"threshold"	0.0495	0.0657	0.0768	0.0768	0.0205	-0.0205	0.9343
"LST T 12 free S var"	"Thresholds"	"Y212$6"	2.837	3.0022	0.3082	0.3378	0.1409	0.905	"threshold"	0.0582	0.0876	0.1652	0.1652	0.0296	-0.0296	0.9124
"LST T 12 free S var"	"Variances"	"T"	3.108	3.8405	1.0555	1.0358	1.6041	0.85	"T variance"	0.2357	0.019	0.7325	0.7325	0.0197	0.0197	1.019
"LST T 12 free S var"	"Variances"	"S1"	0.439	0.6867	0.3777	0.2891	0.1445	0.905	"S variance"	0.5642	0.3065	0.2477	0.2477	0.0886	0.0886	1.3065
"LST T 12 free S var"	"Variances"	"S2"	0.124	0.3078	0.2423	0.1696	0.0624	0.9	"S variance"	1.4823	0.4287	0.1838	0.1838	0.0727	0.0727	1.4287
"LST T 12 free S var"	"Variances"	"S3"	0.889	1.1997	0.5377	0.5083	0.3536	0.905	"S variance"	0.3495	0.0578	0.3107	0.3107	0.0294	0.0294	1.0578
"LST T 12 free S var"	"Variances"	"S4"	0.342	0.5269	0.3239	0.2681	0.1057	0.925	"S variance"	0.5406	0.2081	0.1849	0.1849	0.0558	0.0558	1.2081
"LST T 12 free S var"	"Variances"	"S5"	0.144	0.3492	0.2571	0.2064	0.0845	0.89	"S variance"	1.425	0.2456	0.2052	0.2052	0.0507	0.0507	1.2456
"LST T 12 free S var"	"Variances"	"S6"	0.626	0.971	0.4699	0.3867	0.2678	0.905	"S variance"	0.5511	0.2152	0.345	0.345	0.0832	0.0832	1.2152
"LST T 12 free S var"	"Variances"	"S7"	0.177	0.3854	0.2707	0.2345	0.0982	0.89	"S variance"	1.1774	0.1544	0.2084	0.2084	0.0362	0.0362	1.1544
"LST T 12 free S var"	"Variances"	"S8"	0.148	0.3775	0.2676	0.2221	0.1018	0.855	"S variance"	1.5507	0.2049	0.2295	0.2295	0.0455	0.0455	1.2049
"LST T 12 free S var"	"Variances"	"S9"	0.253	0.449	0.2962	0.2524	0.1018	0.88	"S variance"	0.7747	0.1735	0.196	0.196	0.0438	0.0438	1.1735
"LST T 12 free S var"	"Variances"	"S10"	0.177	0.3711	0.2682	0.2086	0.081	0.91	"S variance"	1.0966	0.2857	0.1941	0.1941	0.0596	0.0596	1.2857
"LST T 12 free S var"	"Variances"	"S11"	0.148	0.3263	0.2485	0.2087	0.0751	0.905	"S variance"	1.2047	0.1907	0.1783	0.1783	0.0398	0.0398	1.1907
"LST T 12 free S var"	"Variances"	"S12"	0.253	0.4389	0.2944	0.2222	0.0837	0.945	"S variance"	0.7348	0.3249	0.1859	0.1859	0.0722	0.0722	1.3249
"LST T 12 free S var IG prior"	"Thresholds"	"Y11$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y11$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y11$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y11$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y11$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y11$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y21$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y21$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y21$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y21$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y21$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y21$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y12$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y12$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y12$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y12$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y12$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y12$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y22$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y22$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y22$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y22$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y22$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y22$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y13$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y13$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y13$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y13$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y13$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y13$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y23$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y23$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y23$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y23$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y23$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y23$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y14$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y14$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y14$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y14$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
